host_id,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
1884659,28,0,2,47,0.88,2,345,4.584967478670572
956379,182,0,30,84,1.7,1,204,5.198497031265826
172672,201,0,30,32,0.67,1,4,4.330733340286331
9423379,214,0,6,10,0.2,1,0,5.771441123130016
17129810,162,1,5,66,1.75,5,326,4.110873864173311
17129810,45,1,3,118,2.84,5,326,4.110873864173311
5102579,151,0,15,6,0.11,1,0,4.976733742420574
3114551,28,1,14,0,0.0,1,0,3.713572066704308
27181264,214,1,1,0,0.0,1,0,4.7535901911063645
27181498,73,2,1,0,0.0,1,0,4.330733340286331
419629,68,1,2,2,0.04,1,17,3.871201010907891
27212322,95,1,1,0,0.0,1,0,7.280008252884188
3605729,214,1,3,19,0.42,1,0,4.61512051684126
1519119,206,2,1,0,0.0,1,89,3.9318256327243257
2119276,209,0,30,3,0.06,39,365,5.525452939131784
1478146,94,0,8,9,0.18,1,111,4.7535901911063645
17491348,64,1,7,1,0.02,1,0,4.110873864173311
27238076,95,1,2,195,3.69,1,241,4.912654885736052
4534649,94,1,2,170,3.2,3,84,3.9318256327243257
27053744,127,0,3,1,0.02,1,0,5.010635294096256
27261471,30,0,2,1,1.0,2,140,4.795790545596741
14684238,64,0,5,22,0.41,1,6,5.017279836814924
27263990,28,0,3,0,0.0,1,0,4.709530201312334
10698270,201,1,1,21,0.39,2,188,4.564348191467836
6155803,91,0,2,12,0.29,1,0,5.25227342804663
27277459,60,0,4,77,1.65,2,340,4.941642422609304
26732630,64,1,1,0,0.0,1,0,4.7535901911063645
6960329,202,1,2,2,0.94,1,150,4.875197323201151
6716330,202,1,3,124,2.32,3,347,4.836281906951478
20114391,80,1,21,14,0.27,2,48,3.828641396489095
27314977,201,0,4,8,0.15,1,0,4.709530201312334
8858347,80,0,21,12,0.22,1,22,4.795790545596741
6023360,51,1,1,1,0.02,1,0,3.9318256327243257
8627814,214,0,2,3,0.06,1,0,4.61512051684126
6900870,158,1,2,14,0.27,1,0,4.330733340286331
7503643,91,0,30,7,0.14,52,328,4.867534450455582
6339750,112,0,5,66,1.23,1,323,5.2832037287379885
7181834,34,0,1,0,0.0,1,0,5.993961427306569
153675,64,0,12,1,0.02,2,164,4.948759890378168
15264295,123,1,1,0,0.0,1,0,4.110873864173311
11483208,214,1,1,4,0.1,1,0,4.02535169073515
2423067,61,0,2,24,0.56,2,0,5.170483995038151
11601961,74,0,3,24,0.45,1,29,4.51085950651685
3866196,127,0,1,3,0.07,1,0,5.641907070938114
27371081,128,1,2,21,1.47,1,179,3.9318256327243257
27376622,86,2,1,49,0.93,1,353,4.189654742026425
27379417,181,1,1,243,4.54,1,281,4.454347296253507
860636,196,1,3,15,0.28,3,0,3.6635616461296463
11297009,202,1,1,15,0.29,4,330,4.0943445622221
1189622,166,1,4,15,0.3,1,0,3.713572066704308
16427090,34,0,3,2,0.06,1,0,5.438079308923196
6177121,41,0,2,1,0.02,1,0,4.262679877041316
27428173,61,0,7,2,2.0,1,135,5.25227342804663
26134830,13,0,3,109,2.1,1,343,5.017279836814924
17462748,51,1,5,115,2.2,5,149,4.23410650459726
11462251,34,1,2,2,0.04,1,0,4.700480365792417
2730883,206,0,30,3,0.06,2,82,3.6375861597263857
3868692,73,1,1,107,3.21,2,62,4.8283137373023015
11414889,158,0,2,9,0.25,1,0,5.25227342804663
16155254,64,0,1,210,3.93,4,265,5.081404364984463
1763862,182,0,1,111,2.23,1,253,5.081404364984463
9846230,151,0,5,0,0.0,1,0,4.983606621708336
25854571,91,1,1,2,0.05,1,0,3.912023005428146
7503643,91,0,30,9,0.21,52,362,5.075173815233827
5663328,214,1,14,0,0.0,1,0,4.330733340286331
27502743,209,0,90,0,0.0,1,89,5.170483995038151
7989115,206,1,2,8,0.16,1,364,5.017279836814924
24528234,94,1,1,8,0.18,1,0,4.189654742026425
22420999,164,1,2,20,0.47,5,347,3.9318256327243257
1747467,51,1,1,0,0.0,1,0,3.970291913552122
839021,209,0,5,7,0.21,1,8,5.176149732573829
22761603,214,1,1,1,0.02,1,0,4.51085950651685
936258,41,0,2,8,0.15,1,0,5.170483995038151
27538684,94,0,6,2,0.04,1,0,4.836281906951478
11137400,51,0,3,193,3.61,1,344,5.521460917862246
1475015,202,0,30,7,0.18,52,365,4.477336814478207
7389379,80,1,2,0,0.0,1,0,4.189654742026425
8354345,85,0,2,95,1.94,1,285,6.206575926724928
3865502,214,0,30,21,0.4,1,219,4.795790545596741
27315132,61,0,6,25,0.49,1,161,4.709530201312334
5734689,86,0,2,13,0.25,1,10,5.075173815233827
588270,53,0,2,177,3.33,2,235,5.247024072160486
27591905,13,1,2,0,0.0,1,0,4.07753744390572
1884659,28,1,1,12,0.23,2,358,4.0943445622221
7363727,51,1,7,0,0.0,1,0,3.951243718581428
11576606,64,0,3,1,0.03,1,0,5.298317366548036
322716,51,1,12,1,0.02,5,89,3.970291913552122
5074654,34,0,2,98,1.88,2,33,5.298317366548036
7877557,64,1,2,0,0.0,1,0,4.61512051684126
12213641,61,1,1,46,0.91,2,14,4.007333185232471
117949,91,1,3,59,1.12,1,99,3.912023005428146
14794302,178,1,1,10,0.26,1,364,5.525452939131784
27240422,151,1,1,2,0.04,1,0,3.828641396489095
27673980,77,1,1,214,4.08,8,56,3.9318256327243257
17502474,80,0,1,0,0.0,1,0,6.398594934535208
27589508,127,0,2,84,2.21,1,272,5.303304908059076
27698133,220,1,5,13,0.25,1,0,3.6635616461296463
27700855,25,0,2,62,1.19,1,274,5.707110264748875
4731044,13,1,14,0,0.0,1,0,3.9318256327243257
7451917,7,1,15,7,0.13,2,317,4.02535169073515
27741331,60,1,30,9,0.18,2,345,3.332204510175204
5740424,127,0,6,1,0.03,1,0,5.303304908059076
23772724,201,0,30,13,0.3,15,323,4.605170185988092
16548665,13,0,5,5,0.09,1,0,4.394449154672439
9350960,209,0,2,168,4.39,1,222,5.525452939131784
27748965,74,0,3,0,0.0,1,0,4.564348191467836
19931875,103,1,4,13,0.28,3,157,4.0943445622221
13649613,200,1,2,106,2.02,4,82,4.060443010546419
2119276,95,0,30,20,0.43,39,320,5.14166355650266
27782348,28,1,1,1,0.02,1,0,3.9318256327243257
27790643,206,1,1,1,0.02,1,0,3.912023005428146
1290741,214,1,4,2,0.04,1,0,4.189654742026425
27796188,94,0,3,104,2.07,2,266,5.525452939131784
9787502,25,0,4,24,0.45,1,0,5.303304908059076
13483550,61,0,2,10,0.19,1,0,4.709530201312334
17982486,112,0,30,13,0.25,1,274,5.525452939131784
3201774,182,1,1,199,4.15,2,142,4.30406509320417
27807705,13,1,1,0,0.0,1,0,4.262679877041316
9881214,28,0,1,1,0.02,1,0,4.836281906951478
27551876,214,0,1,0,0.0,1,50,5.278114659230517
569577,159,1,1,0,0.0,1,0,4.330733340286331
12621774,50,1,1,69,1.32,1,354,3.610917912644224
1295576,13,0,1,100,1.97,1,158,4.605170185988092
20806507,19,0,2,8,0.17,1,359,4.61512051684126
1223259,119,1,10,56,1.08,1,131,4.276666119016055
26951283,151,0,2,4,0.08,1,0,4.61512051684126
10887881,41,1,1,28,0.53,1,0,4.454347296253507
6917906,86,0,2,16,0.31,1,0,5.135798437050262
10306287,209,0,2,3,0.1,1,0,5.010635294096256
4693468,201,1,1,91,1.71,1,166,4.499809670330265
26377263,60,1,30,1,0.03,43,273,3.80666248977032
27660118,214,0,2,233,4.38,1,5,5.017279836814924
1564111,80,0,2,73,1.39,1,20,4.836281906951478
26377263,71,1,6,2,0.04,43,151,3.7612001156935615
27919611,206,1,20,0,0.0,1,0,3.367295829986474
4624753,214,0,4,0,0.0,1,0,5.049856007249537
3641421,4,0,7,1,0.16,1,42,5.707110264748875
4589525,202,1,7,3,0.06,1,0,5.525452939131784
27944388,61,1,1,325,6.19,1,108,4.262679877041316
1509452,51,0,15,2,0.04,1,0,4.394449154672439
14586567,202,0,1,0,0.0,1,0,5.017279836814924
27969560,166,1,2,132,2.54,1,261,4.189654742026425
1721426,91,0,5,2,0.04,1,0,5.123963979403259
2119276,64,0,30,10,0.2,39,311,4.875197323201151
22249707,175,0,2,60,1.15,1,0,4.7535901911063645
27530449,91,1,4,199,3.75,2,246,4.553876891600541
9209691,94,0,4,137,2.83,2,261,5.225746673713202
27998261,34,0,7,14,0.29,1,0,5.278114659230517
27159364,214,0,4,1,0.02,1,0,4.51085950651685
27927011,95,1,365,7,0.14,1,337,4.605170185988092
28005408,137,0,30,4,0.09,1,364,6.214608098422191
28013319,158,0,2,135,2.62,1,151,5.198497031265826
5175035,214,0,2,3,0.07,1,0,5.707110264748875
27974744,64,1,2,156,3.9,1,197,4.61512051684126
17062221,112,1,3,139,2.66,2,3,4.90527477843843
22189723,166,1,2,49,0.95,2,303,3.912023005428146
400240,74,1,2,91,1.73,2,51,3.871201010907891
7016520,216,0,2,17,0.33,1,0,4.795790545596741
25237492,201,0,30,9,0.18,34,342,5.225746673713202
5768957,182,0,30,136,2.7,1,279,5.135798437050262
21327210,7,0,14,23,0.48,2,33,4.875197323201151
19655924,13,0,1,3,0.06,1,0,4.709530201312334
11968309,214,0,4,21,0.41,1,306,4.812184355372417
28065838,158,1,1,2,0.04,1,0,5.017279836814924
7503643,91,0,30,1,0.07,52,340,4.867534450455582
27673980,77,1,1,76,1.46,8,25,4.189654742026425
25237492,201,0,30,18,0.35,34,311,4.7535901911063645
27614204,12,1,2,81,1.6,1,312,4.110873864173311
1020326,31,0,7,1,0.02,1,0,5.017279836814924
28100741,202,0,6,35,0.69,1,11,5.303304908059076
11650470,201,0,30,1,0.02,1,188,4.709530201312334
23234988,77,0,1,72,1.37,6,257,5.560681631015528
9488731,178,0,1,5,0.1,1,0,5.017279836814924
420993,214,0,3,0,0.0,1,0,5.69035945432406
15402737,202,1,1,2,0.04,1,0,4.948759890378168
6885157,13,1,1,49,0.94,15,359,4.262679877041316
3680008,117,0,500,30,0.57,1,90,4.90527477843843
23334165,94,0,5,28,0.59,3,290,6.716594773520978
28000421,214,1,1,0,0.0,2,0,4.61512051684126
17822208,112,0,2,0,0.0,1,0,5.170483995038151
23163374,28,1,1,0,0.0,1,0,4.110873864173311
5261137,64,0,1,15,0.4,1,15,5.525452939131784
6480337,91,1,2,4,0.17,1,0,4.07753744390572
28187447,13,0,4,106,2.07,2,247,4.962844630259907
3674378,13,0,3,194,3.72,1,213,4.795790545596741
27813383,92,0,30,43,0.85,1,338,4.919980925828125
4534649,94,1,2,71,1.34,3,0,4.02535169073515
3810454,202,0,3,0,0.0,1,0,5.225746673713202
24468833,158,1,1,1,0.02,2,188,4.330733340286331
19066350,61,0,2,98,1.94,1,237,4.6443908991413725
16437254,80,0,30,1,0.13,21,311,5.267858159063328
3483450,13,0,1,6,0.13,3,322,6.55250788703459
27204642,191,0,30,14,0.29,1,284,5.303304908059076
2119276,95,0,30,11,0.24,39,351,4.983606621708336
28234750,214,0,14,14,0.28,1,0,5.303304908059076
21838149,53,1,1,54,1.03,1,10,5.081404364984463
17246368,13,1,2,43,0.82,1,302,3.828641396489095
28255422,95,0,7,12,0.24,1,0,5.0238805208462765
28173937,95,1,2,20,0.41,1,0,4.59511985013459
7159349,91,1,6,0,0.0,1,0,4.330733340286331
2119276,95,0,30,15,0.29,39,336,5.225746673713202
1364903,48,0,4,6,0.32,1,346,5.017279836814924
4413909,19,0,3,7,0.14,1,0,5.14166355650266
28183109,13,0,2,83,1.58,1,217,4.787491742782046
18212433,95,0,5,5,0.09,8,43,5.438079308923196
1340207,94,1,2,5,0.1,1,0,4.394449154672439
22709931,95,1,5,0,0.0,1,0,4.61512051684126
10297692,51,0,1,68,1.41,2,313,6.2166061010848646
20318406,95,0,1,12,0.24,1,163,4.795790545596741
4687722,214,1,1,0,0.0,1,0,4.454347296253507
1506972,91,0,3,17,0.32,1,8,4.912654885736052
28411613,127,0,3,57,1.14,1,115,6.263398262591624
20121732,94,1,1,0,0.0,1,0,4.110873864173311
5515591,13,0,4,142,2.74,2,24,5.075173815233827
8817100,206,0,2,0,0.0,1,0,5.303304908059076
26602392,183,1,1,148,3.82,2,347,4.30406509320417
6834165,51,2,2,2,0.04,1,0,4.262679877041316
28468845,28,1,7,1,0.02,1,179,5.1298987149230735
11463877,13,1,1,0,0.0,1,0,4.330733340286331
59185,201,0,3,76,1.48,1,126,5.135798437050262
15107994,104,0,4,6,0.11,1,0,4.454347296253507
26377263,60,1,30,1,0.29,43,331,3.6635616461296463
26377263,60,1,30,2,0.04,43,306,3.8918202981106265
860636,196,1,2,25,0.47,3,0,3.7612001156935615
248865,201,1,30,57,1.1,3,245,4.394449154672439
6050250,214,0,3,8,0.16,1,0,4.983606621708336
26080167,206,1,2,18,0.35,3,145,4.290459441148391
3398752,214,1,2,186,3.75,2,62,4.564348191467836
3562322,13,1,4,49,0.93,3,40,3.828641396489095
25602417,95,0,2,64,1.96,1,27,5.525452939131784
28557212,86,1,5,4,0.08,1,0,4.30406509320417
2263462,137,1,1,1,0.02,1,0,4.61512051684126
28564535,13,1,1,1,0.03,1,0,3.9318256327243257
1924825,214,0,1,75,1.45,1,365,5.111987788356544
1098902,151,0,3,123,2.35,2,292,5.220355825078324
25134906,61,0,2,0,0.0,1,365,5.69035945432406
6145618,166,0,2,97,1.85,1,0,4.912654885736052
7580514,95,0,2,53,1.06,1,0,5.081404364984463
28584269,51,0,3,72,1.4,1,266,4.605170185988092
28577246,19,0,10,3,0.06,1,0,4.454347296253507
7033514,209,0,1,1,0.02,1,0,5.298317366548036
2353777,64,0,2,3,0.06,1,0,5.278114659230517
3191371,61,1,1,134,2.69,3,211,4.394449154672439
9862957,51,1,15,21,0.43,1,360,4.248495242049359
201390,209,0,3,13,0.25,1,0,4.983606621708336
12212944,108,1,3,8,0.15,2,27,3.970291913552122
28645131,94,0,5,2,0.06,1,0,4.394449154672439
119911,94,0,2,9,0.18,1,0,5.707110264748875
18950563,206,0,20,2,0.04,1,100,4.330733340286331
1854977,202,0,3,7,0.15,1,0,5.198497031265826
23086547,35,1,6,62,1.27,1,317,4.143134726391533
8278521,197,0,1,50,1.07,1,345,6.621405651764134
28669815,206,1,7,0,0.0,1,0,3.4657359027997265
28690907,28,0,3,16,0.31,2,72,5.525452939131784
28696923,206,0,1,8,0.23,1,0,4.605170185988092
28699661,91,0,7,17,0.33,1,0,4.795790545596741
1539848,178,0,3,58,2.78,1,40,5.017279836814924
28706617,61,0,7,0,0.0,1,0,4.61512051684126
257479,202,0,14,6,0.12,1,0,5.017279836814924
28709982,214,1,2,35,0.68,3,76,4.605170185988092
24715671,127,0,30,9,0.17,4,342,5.303304908059076
28711190,151,1,1,0,0.0,1,0,4.330733340286331
26377263,159,1,30,0,0.0,43,361,3.828641396489095
26377263,60,1,30,0,0.0,43,361,3.828641396489095
28722667,76,1,1,75,1.46,3,322,4.0943445622221
16862116,13,1,2,5,0.1,1,364,4.442651256490317
25237492,202,0,30,11,0.22,34,204,4.948759890378168
3424719,45,1,4,8,0.16,1,0,4.51085950651685
28745989,128,0,1,0,0.0,1,0,4.836281906951478
28752891,202,1,3,33,2.31,2,38,5.525452939131784
10014288,159,0,5,0,0.0,1,0,4.61512051684126
11369454,159,0,2,119,2.42,1,243,5.25227342804663
6289792,13,0,3,17,0.33,1,35,5.700443573390687
322697,86,1,2,136,2.67,1,33,4.605170185988092
13972159,64,0,2,12,0.26,1,0,5.525452939131784
1982425,95,1,7,2,0.14,1,335,4.564348191467836
28513635,214,1,6,0,0.0,1,0,4.709530201312334
3447539,206,1,4,109,2.08,2,284,4.0943445622221
28809821,137,2,1,7,0.15,1,0,4.7535901911063645
28812204,166,0,2,6,0.13,1,349,5.303304908059076
9035762,28,1,1,8,0.17,1,281,4.330733340286331
16548032,151,0,5,4,0.08,1,0,4.7535901911063645
28473177,202,0,3,45,0.87,1,211,4.990432586778736
640117,214,1,3,4,0.08,5,0,4.709530201312334
17548709,51,1,1,0,0.0,1,0,4.110873864173311
1693243,214,0,5,137,2.63,1,226,6.111467339502679
16155254,64,0,1,169,3.22,4,238,5.081404364984463
1389487,201,0,2,15,0.29,1,0,5.010635294096256
27201435,61,0,2,32,0.62,1,0,4.61512051684126
2306485,209,0,3,118,2.26,1,180,5.3981627015177525
7797690,159,0,1,282,5.51,1,187,4.795790545596741
134936,214,0,25,24,0.46,1,0,4.605170185988092
13299977,94,1,1,27,0.52,1,1,4.189654742026425
13728275,4,1,4,1,0.02,1,0,3.9318256327243257
5074343,28,0,5,0,0.0,1,0,4.189654742026425
2729850,91,0,1,0,0.0,1,0,4.836281906951478
20559017,201,1,30,8,0.16,9,303,4.330733340286331
28891151,63,1,2,3,0.22,4,353,4.454347296253507
26098783,190,1,40,28,0.54,2,0,7.601402334583733
10054163,182,0,2,1,0.02,1,0,5.010635294096256
329917,91,1,2,5,0.13,1,0,3.9889840465642745
19512999,202,0,3,2,0.04,1,0,5.786897381366708
21497854,28,1,2,13,0.25,1,0,3.828641396489095
26377263,71,1,30,4,0.08,43,222,3.6635616461296463
28937325,206,2,3,38,0.74,1,178,4.795790545596741
26377263,71,1,30,5,0.1,43,312,3.6635616461296463
26098783,190,1,2,0,0.0,2,365,7.601402334583733
28974263,214,1,3,31,0.77,1,147,4.110873864173311
489950,91,0,3,16,0.4,1,0,5.25227342804663
20573060,64,1,2,16,0.37,1,18,4.836281906951478
28984530,94,0,6,0,0.0,1,0,4.61512051684126
28723165,94,1,1,131,2.5,1,0,4.262679877041316
7434416,74,0,1,45,0.86,1,7,4.875197323201151
20083880,80,1,1,1,0.02,1,0,3.828641396489095
5855080,202,0,30,7,0.14,1,67,4.709530201312334
29003805,94,1,3,18,1.17,2,0,4.110873864173311
29005043,13,1,14,7,0.15,1,179,4.836281906951478
1342014,119,1,1,3,0.68,1,0,4.406719247264253
29011140,94,1,5,0,0.0,1,0,4.394449154672439
18941320,4,0,1,7,0.14,1,0,4.663439094112067
29034854,92,0,7,1,0.03,1,23,5.303304908059076
11658596,130,0,1,0,0.0,1,0,4.61512051684126
7798111,214,1,2,0,0.0,1,61,4.61512051684126
24665235,13,0,2,9,0.2,1,0,4.330733340286331
1407325,158,0,5,17,0.33,1,36,5.525452939131784
3852579,145,0,2,101,1.94,1,258,5.993961427306569
19523446,51,0,3,134,2.62,1,338,5.081404364984463
28576665,35,1,1,175,3.34,2,43,4.709530201312334
28690907,28,0,1,76,2.95,2,81,5.3981627015177525
517966,13,0,3,148,2.86,2,134,4.912654885736052
4514390,214,1,2,41,0.82,1,143,4.605170185988092
5934575,64,1,4,6,0.14,1,35,4.499809670330265
7322898,158,1,7,0,0.0,1,0,4.709530201312334
29106164,64,1,3,32,1.39,1,72,4.330733340286331
836168,202,0,30,9,0.18,11,364,7.601402334583733
11904076,91,0,1,0,0.0,1,0,5.081404364984463
3868692,73,0,2,57,1.11,2,141,6.16541785423142
23747060,34,0,4,41,0.8,1,236,5.442417710521793
9311147,94,1,1,0,0.0,1,0,3.912023005428146
20469855,202,1,2,7,0.14,1,248,4.836281906951478
15775091,51,0,2,2,0.07,1,0,5.198497031265826
6372947,74,0,5,1,0.02,1,0,4.394449154672439
29161738,94,1,1,7,0.18,1,0,4.02535169073515
13451939,13,0,3,140,2.75,2,197,4.912654885736052
29167335,127,0,4,56,1.08,2,148,5.209486152841421
24715671,127,0,30,14,0.28,4,0,5.3471075307174685
23863437,94,1,7,26,0.71,1,0,4.3694478524670215
14358525,201,0,1,0,0.0,1,0,5.313205979041787
26377263,28,1,30,3,0.06,43,224,3.8918202981106265
11363708,13,1,4,165,3.26,1,15,4.406719247264253
20694703,119,2,2,12,0.24,2,89,4.394449154672439
3128437,4,1,1,0,0.0,2,89,4.110873864173311
7503643,91,0,30,5,0.1,52,342,4.867534450455582
240584,28,0,3,28,0.54,1,0,4.61512051684126
25354313,51,1,3,54,1.18,2,0,3.58351893845611
8000315,94,0,2,243,4.65,2,250,4.61512051684126
26080167,206,1,2,11,0.32,3,364,4.418840607796598
9503725,4,1,7,0,0.0,1,0,4.394449154672439
16482147,13,0,4,44,1.98,1,88,4.859812404361672
2458750,201,0,30,14,0.3,1,265,5.075173815233827
643512,13,0,7,4,0.11,1,365,4.624972813284271
29278028,201,1,5,56,1.1,4,145,5.278114659230517
836168,202,0,30,9,0.17,11,364,7.601402334583733
9680175,61,0,2,57,1.11,1,129,5.081404364984463
6165258,94,1,7,0,0.0,3,365,4.61512051684126
29278028,201,1,5,62,1.2,4,84,5.278114659230517
3999695,13,1,3,1,0.02,1,0,6.16541785423142
29279330,103,0,3,34,0.68,1,0,4.812184355372417
19233353,159,1,14,6,0.12,2,0,3.828641396489095
16091512,43,0,5,10,0.21,1,0,5.4638318050256105
5790236,202,0,7,15,0.29,2,45,5.62040086571715
1394543,74,0,2,35,0.76,2,15,4.605170185988092
26080167,206,1,5,0,0.0,3,364,4.3694478524670215
29332408,64,0,3,51,1.06,1,67,4.836281906951478
29336125,13,0,3,64,1.26,1,132,4.836281906951478
4653182,19,0,1,0,0.0,1,0,5.14166355650266
29345363,34,0,3,58,1.72,1,138,5.111987788356544
21503931,95,0,1,178,3.43,1,272,4.867534450455582
27755788,151,0,6,1,0.09,1,209,5.017279836814924
26377263,51,1,30,0,0.0,43,303,3.828641396489095
29358602,94,1,1,151,4.42,1,129,4.51085950651685
10807892,64,1,3,85,1.65,1,0,5.170483995038151
5515591,41,0,3,146,2.93,2,135,5.241747015059643
1686834,4,1,3,11,0.21,1,0,4.394449154672439
1434654,166,0,7,3,0.06,2,15,5.081404364984463
29408218,51,1,1,0,0.0,1,0,3.9318256327243257
15586243,214,0,3,1,0.02,1,0,4.61512051684126
142695,13,1,1,0,0.0,1,0,4.189654742026425
2423554,51,1,4,15,0.32,1,324,3.9318256327243257
6003891,95,1,3,3,0.07,1,0,4.262679877041316
93781,80,0,7,83,1.59,1,67,4.875197323201151
2671902,13,0,14,0,0.0,1,59,4.110873864173311
14513121,151,0,3,21,0.4,1,125,5.198497031265826
1303542,73,0,90,3,0.06,1,86,5.017279836814924
16514175,68,1,1,20,0.57,5,65,4.248495242049359
4029415,94,1,5,47,0.9,1,89,4.143134726391533
29456424,91,0,2,8,0.16,1,0,5.017279836814924
1606397,159,0,5,1,0.02,1,0,4.77912349311153
470675,64,0,12,10,0.2,1,64,5.278114659230517
22020703,206,1,1,155,4.42,1,314,4.330733340286331
26264587,41,0,14,20,0.46,1,41,4.912654885736052
24575626,209,0,2,3,0.08,1,260,6.111467339502679
3148473,206,1,1,10,0.19,1,0,3.828641396489095
1803036,34,0,3,164,3.21,1,71,5.525452939131784
4471002,91,1,5,0,0.0,2,0,4.262679877041316
29518961,202,0,1,1,0.02,1,0,4.795790545596741
12419033,85,1,2,40,0.77,1,295,4.836281906951478
13347167,201,0,30,4,0.08,29,283,4.77912349311153
15897880,166,1,1,0,0.0,1,0,3.9318256327243257
36841,13,0,2,107,2.23,1,41,4.61512051684126
29528182,13,1,10,2,0.04,1,0,3.713572066704308
29537636,73,0,1,3,0.07,1,0,5.420534999272286
2119276,95,0,30,6,0.2,39,281,5.225746673713202
93779,209,1,1,17,0.34,1,365,5.420534999272286
946943,214,0,4,58,1.21,3,3,5.049856007249537
8686625,201,0,1,166,3.3,1,210,5.111987788356544
16437254,19,0,30,3,0.06,21,339,5.111987788356544
7503643,91,0,30,1,0.05,52,357,5.010635294096256
13347167,201,0,30,3,0.1,29,315,4.962844630259907
29592244,79,1,4,138,2.69,1,35,4.0943445622221
3780975,94,0,2,6,0.12,1,0,5.303304908059076
2946319,158,0,7,1,0.03,1,0,4.836281906951478
29628369,151,0,2,238,4.57,1,302,5.204006687076795
29641189,214,1,2,3,1.73,1,18,4.51085950651685
29642992,108,1,3,8,0.17,1,0,4.262679877041316
11559667,119,0,2,3,0.13,1,0,5.017279836814924
29651191,202,0,3,13,0.25,1,0,5.420534999272286
87105,202,0,7,8,0.16,1,38,5.484796933490655
5735779,159,0,5,11,0.24,1,0,4.59511985013459
29661897,206,0,5,15,0.29,1,30,4.61512051684126
29664627,209,0,2,8,0.19,1,0,5.303304908059076
29683852,57,0,1,2,0.04,1,0,5.017279836814924
14001033,214,1,5,0,0.0,1,0,4.189654742026425
23570473,51,1,30,18,0.36,3,339,4.867534450455582
29693386,214,1,7,1,0.02,1,0,4.189654742026425
29697292,73,1,7,12,0.28,1,318,4.262679877041316
29698290,202,0,3,9,0.19,1,0,5.303304908059076
23185328,54,1,1,34,0.66,2,129,4.07753744390572
26955105,214,0,4,67,1.32,1,304,5.198497031265826
4271676,145,1,7,3,0.06,3,0,4.795790545596741
12020405,202,0,4,38,0.74,1,222,5.501258210544727
27281731,74,1,3,20,0.38,1,131,3.713572066704308
29707420,201,0,1,0,0.0,1,0,5.017279836814924
29739883,91,0,2,249,4.84,2,248,4.912654885736052
29741575,202,0,5,0,0.0,1,0,5.017279836814924
4471002,80,0,1,0,0.0,2,0,5.303304908059076
610690,13,1,1,24,0.47,2,80,4.189654742026425
16621177,151,0,2,232,4.46,1,326,4.948759890378168
6094516,214,1,1,0,0.0,1,0,4.394449154672439
7503643,91,0,30,1,0.12,52,311,4.867534450455582
22557949,59,0,2,3,0.35,1,338,4.727387818712341
9080758,85,1,2,48,0.93,1,0,4.394449154672439
29784880,35,0,7,6,0.12,1,241,5.010635294096256
29786027,95,1,4,2,0.04,1,0,4.605170185988092
29792577,94,1,1,6,0.12,1,0,3.9318256327243257
22677829,28,0,2,34,0.69,1,341,5.25227342804663
29817997,163,1,2,175,3.45,2,349,4.262679877041316
860636,196,1,3,11,0.45,3,0,3.4339872044851463
24911518,61,1,21,14,1.38,1,3,4.574710978503383
16727332,151,1,7,0,0.0,1,0,4.454347296253507
11732381,127,0,2,0,0.0,1,0,5.303304908059076
13347167,201,0,30,3,0.11,29,204,4.77912349311153
27583102,112,0,2,21,0.4,1,191,5.017279836814924
4275400,130,1,20,0,0.0,1,0,3.9318256327243257
75815,13,0,3,0,0.0,1,0,4.605170185988092
1632428,94,0,1,4,0.08,2,365,5.860786223465865
29867161,137,1,1,0,0.0,1,0,5.111987788356544
21823,28,0,3,82,1.58,3,255,5.420534999272286
1613244,119,0,30,17,0.34,9,276,4.709530201312334
29885916,178,0,4,8,0.16,1,52,5.5053315359323625
29887425,94,1,2,58,1.12,1,24,4.189654742026425
10532169,64,1,1,0,0.0,1,0,4.61512051684126
27673980,77,1,1,100,1.93,8,76,4.110873864173311
29901463,202,2,3,105,2.09,1,302,4.23410650459726
